name,mp,pp,claims,claim_mistakes,weighted_claim_mistakes,leads,lead_mistakes,weighted_lead_mistakes,cards_played_as_declarer,play_mistakes_as_declarer,weighted_play_mistakes_as_declarer,cards_played_as_defender,play_mistakes_as_defender,weighted_play_mistakes_as_defender,auctions_analyzed,defender_missed_current_double,weighted_defender_missed_current_double,defender_erroneously_doubled,weighted_defender_erroneously_doubled,defender_missed_higher_contract,weighted_defender_missed_higher_contract,declarer_missed_higher_contract,weighted_declarer_missed_higher_contract,declarer_missed_doubling_opponents_last_bid,weighted_declarer_missed_doubling_opponents_last_bid,declarer_missed_opponents_last_redouble,weighted_declarer_missed_opponents_last_redouble,declarer_missed_redoubling_opponents_erroneous_double,weighted_declarer_missed_redoubling_opponents_erroneous_double,declarer_missed_opponents_last_bid,weighted_declarer_missed_opponents_last_bid,declarer_erroneous_redouble,weighted_declarer_erroneous_redouble,passed_higher_contract,weighted_passed_higher_contract  
Sami Kehela,0.0,16.5,147,3,240,46,11,1240,700,23,4400,620,13,2130,164,20.0,2000.0,2.0,780.0,17.0,4120.0,31.0,6720.0,14.0,4970.0,0,0,1.0,280.0,1.0,160.0,0,0,0,0
Camillo Pabis Ticci,910.0,36.0,57,0,0,17,1,190,252,10,1400,177,6,1810,59,11.0,2650.0,0,0,3.0,350.0,13.0,3700.0,3.0,1030.0,0,0,1.0,810.0,0,0,0,0,0,0
Edgar Kaplan,1964.0,7.0,28,0,0,8,2,420,156,5,520,91,3,250,30,5.0,300.0,0,0,2.0,100.0,13.0,4540.0,2.0,640.0,0,0,0,0,0,0,0,0,0,0
Norman Kay,1615.0,14.0,28,1,30,4,0,0,114,3,990,95,5,1240,30,5.0,300.0,0,0,2.0,100.0,13.0,4540.0,2.0,640.0,0,0,0,0,0,0,0,0,0,0
William Root,680.0,8.0,42,0,0,11,3,250,154,4,350,168,4,130,45,5.0,650.0,0,0,3.0,1440.0,9.0,3450.0,3.0,2050.0,0,0,0,0,1.0,70.0,0,0,0,0
Bobby Goldman,22.0,0.0,88,0,0,19,3,160,448,7,2960,254,6,180,90,10.0,1450.0,0,0,4.0,560.0,28.0,9180.0,3.0,1430.0,0,0,1.0,250.0,1.0,70.0,0,0,0,0
Bob Hamman,444.0,106.25,257,2,400,75,13,3640,957,30,6530,925,24,4190,301,45.0,10300.0,1.0,230.0,30.0,22500.0,63.0,27220.0,20.0,14630.0,1.0,2300.0,3.0,2320.0,3.0,270.0,0,0,0,0
Bobby Wolff,35.0,68.25,1877,32,3490,503,93,15850,7312,206,32290,6866,170,24310,2042,318.0,55600.0,4.0,800.0,169.0,63210.0,451.0,158790.0,175.0,94700.0,1.0,2300.0,34.0,22580.0,25.0,4770.0,0,0,5,870
Benito Bianchi,218.0,14.0,44,2,50,11,4,1500,210,2,330,160,3,110,45,7.0,750.0,0,0,2.0,450.0,8.0,2950.0,8.0,3210.0,0,0,0,0,1.0,50.0,0,0,0,0
Jim Jacoby,1230.0,5.0,29,0,0,6,2,1420,194,5,580,90,4,140,30,3.0,400.0,0,0,3.0,470.0,9.0,3100.0,1.0,800.0,0,0,1.0,1300.0,1.0,150.0,0,0,0,0
Mark Blumenthal,90.0,4.5,44,0,0,10,1,60,194,6,300,139,2,2000,45,5.0,850.0,0,0,2.0,310.0,12.0,4080.0,0,0,0,0,1.0,250.0,0,0,0,0,0,0
Vito Pittal ,215.0,13.5,30,0,0,14,1,30,60,2,60,144,3,560,30,3.0,200.0,1.0,150.0,2.0,310.0,3.0,1670.0,0,0,0,0,1.0,1260.0,1.0,690.0,0,0,0,0
Giuseppe Garabello,100.0,4.0,15,0,0,2,0,0,62,2,60,79,2,500,15,2.0,150.0,0,0,2.0,310.0,2.0,890.0,0,0,0,0,1.0,1260.0,0,0,0,0,0,0
Paul Soloway,3296.0,43.75,2535,54,5360,687,136,22420,9579,298,45480,8748,207,33530,2746,405.0,59000.0,7.0,1540.0,213.0,57140.0,604.0,204770.0,196.0,106720.0,0,0,52.0,33470.0,46.0,13290.0,0,0,6,560
Paul Swanson,0.0,0.0,27,2,60,9,1,30,58,4,160,152,6,1650,30,8.0,1350.0,0,0,5.0,830.0,4.0,1880.0,2.0,550.0,0,0,0,0,0,0,0,0,0,0
Gianfranco Facchini,51.0,0.0,28,1,50,3,1,30,144,5,1850,108,5,1060,30,6.0,600.0,0,0,1.0,170.0,9.0,2830.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0
Eddie Kantar,857.0,14.0,160,0,0,39,7,1400,692,17,3740,621,12,2810,180,26.0,3800.0,1.0,650.0,13.0,2290.0,44.0,14510.0,13.0,7680.0,0,0,5.0,170.0,0,0,0,0,2,190
Ira Rubin,393.0,16.5,55,1,100,13,3,1640,228,8,2250,197,3,130,60,7.0,1100.0,0,0,1.0,120.0,15.0,5790.0,4.0,2030.0,0,0,3.0,2180.0,0,0,0,0,1,120
John C Swanson,0.0,7.0,71,0,0,26,5,460,210,5,580,231,9,1810,75,9.0,1100.0,1.0,440.0,7.0,3320.0,15.0,3520.0,6.0,2230.0,0,0,0,0,1.0,210.0,0,0,1,90
Fred Hamilton,0.0,12.0,78,1,200,16,4,1590,261,5,2020,199,5,1990,81,10.0,750.0,1.0,590.0,4.0,2320.0,15.0,4250.0,12.0,5970.0,0,0,0,0,0,0,0,0,0,0
Mike Passell,56.0,15.0,116,1,260,24,3,150,477,10,2710,346,6,350,120,16.0,1650.0,2.0,1330.0,8.0,3020.0,24.0,6210.0,18.0,7050.0,0,0,0,0,1.0,110.0,0,0,0,0
Erik Paulsen,122.0,7.0,43,1,30,17,2,340,114,5,690,175,7,2070,45,7.0,600.0,0,0,6.0,2080.0,10.0,2630.0,4.0,2100.0,0,0,0,0,0,0,0,0,0,0
Hugh Ross,3268.0,22.0,81,2,830,21,4,650,254,14,2200,253,4,740,105,13.0,4350.0,0,0,12.0,8960.0,32.0,25520.0,9.0,3720.0,1.0,2850.0,0,0,2.0,180.0,0,0,0,0
Lorenzo Lauria,1142.0,56.0,7706,187,28150,2011,374,65330,28392,885,137320,25631,539,72250,8220,1156.0,189250.0,23.0,4930.0,656.0,158320.0,1730.5,589830.0,656.5,316125.0,10.0,7420.0,157.5,113985.0,105.0,20760.0,0.5,150.0,15,1730
Dano De Falco,64.0,16.5,729,18,2180,187,40,6940,3141,79,12690,2612,54,6630,786,131.0,21850.0,3.0,700.0,56.0,12040.0,160.0,56120.0,73.0,34350.0,2.0,3420.0,15.0,7700.0,10.0,2230.0,0,0,2,200
John Solodar,1552.0,6.0,67,3,90,18,7,1050,333,10,1090,256,7,370,75,10.0,1200.0,0,0,10.0,2360.0,15.0,8090.0,3.0,810.0,0,0,1.0,350.0,1.0,390.0,0,0,2,710
Munir Attaullah,0.0,3.5,42,1,160,19,6,3730,88,3,230,154,4,280,45,4.0,950.0,0,0,8.0,960.0,9.0,2890.0,1.0,170.0,0,0,1.0,540.0,1.0,80.0,0,0,1,600
Eric Rodwell,1202.0,63.0,7851,151,17180,1866,352,68610,28217,885,142710,23109,476,70240,8130,1104.0,163750.0,26.0,6160.0,513.0,132220.0,1812.5,593555.0,727.0,343710.0,10.5,9775.0,193.0,145360.0,108.0,24870.0,0,0,6,720
Jan-E-Alam Fazli,1829.0,6.5,120,5,270,25,6,1290,572,24,3020,479,11,950,129,18.0,3500.0,0,0,13.0,1770.0,31.0,9770.0,6.0,2780.0,0,0,3.0,1770.0,1.0,80.0,0,0,1,600
Nishat Abedi,15.0,2.5,215,6,660,50,8,1740,925,39,2910,586,16,1580,222,26.0,2950.0,0,0,11.0,3140.0,68.0,24090.0,17.0,6640.0,0,0,5.0,2840.0,3.0,270.0,0,0,2,180
Nisar Ahmad,0.0,3.5,205,4,410,59,11,3390,765,19,3170,853,20,1720,219,31.0,4050.0,1.0,170.0,16.0,4660.0,50.0,17060.0,13.0,6250.0,0,0,4.0,2050.0,3.0,840.0,0,0,6,590
Mike Becker,265.0,9.5,13,1,50,3,0,0,16,0,0,65,5,650,15,3.0,1200.0,0,0,4.0,580.0,3.0,2140.0,1.0,380.0,0,0,0,0,0,0,0,0,0,0
Ron Rubin,56.0,10.25,13,1,50,5,1,100,100,0,0,63,2,200,15,3.0,1200.0,0,0,4.0,580.0,3.0,2140.0,1.0,380.0,0,0,0,0,0,0,0,0,0,0
Peter Weichsel,147.0,15.5,1875,44,6730,510,100,19350,6671,212,34810,6373,146,23140,1945,262.0,40100.0,6.0,1140.0,191.0,49370.0,400.0,131830.0,141.0,52300.0,3.0,1560.0,38.0,21770.0,27.0,3630.0,0,0,0,0
Alan Sontag,336.0,21.5,1993,41,7960,524,106,21470,6387,206,35000,6463,178,26170,2051,269.0,41050.0,5.0,1210.0,200.0,47840.0,443.0,136750.0,137.0,52570.0,1.0,980.0,41.0,25040.0,24.0,6620.0,0,0,0,0
Sally Brock,0.0,0.0,691,9,1720,195,51,13660,3778,116,18290,3009,64,9980,884,121.0,20750.0,3.0,800.0,75.0,24030.0,197.0,79530.0,69.0,30950.0,1.0,290.0,24.0,12030.0,10.0,4090.0,0,0,2,200
Tony Forrester,617.0,7.0,1715,47,5010,464,79,11720,6642,223,33640,5662,148,23840,1926,239.0,47900.0,7.0,1190.0,146.0,57680.0,402.0,158050.0,147.0,72070.0,4.0,4740.0,40.0,29410.0,33.0,9730.0,0,0,2,190
Jeremy Flint,1097.0,14.5,50,1,200,16,1,30,134,7,550,195,7,1490,90,13.0,5650.0,0,0,20.0,23780.0,23.0,22870.0,6.0,2330.0,0,0,2.0,1580.0,2.0,1260.0,0,0,0,0
Robert Sheehan,2.0,6.5,50,2,900,12,0,0,198,6,1180,200,7,1230,90,13.0,5650.0,0,0,20.0,23780.0,23.0,22870.0,6.0,2330.0,0,0,2.0,1580.0,2.0,1260.0,0,0,0,0
Raymond S. Brock,768.0,2.5,27,1,800,7,1,100,110,4,1030,69,0,0,45,6.0,3850.0,0,0,7.0,8850.0,15.0,10880.0,1.0,300.0,0,0,0,0,1.0,700.0,0,0,0,0
Chip Martel,1650.0,50.25,161,10,2100,51,8,420,384,14,1340,499,15,830,199,29.0,5400.0,0,0,18.0,16290.0,50.0,30840.0,17.0,6850.0,0,0,4.0,2110.0,1.0,230.0,0,0,1,120
Lew Stansby,278.0,40.5,213,8,1750,47,9,2720,810,29,5100,691,17,2730,251,39.0,7250.0,0,0,20.0,18080.0,60.0,33870.0,21.0,8960.0,0,0,5.0,3000.0,1.0,230.0,0,0,1,120
John Armstrong,1097.0,3.5,164,5,240,38,13,2740,518,20,4090,582,13,2800,203,33.0,11350.0,0,0,21.0,11700.0,52.0,32140.0,12.0,4340.0,0,0,5.0,3230.0,0,0,0,0,1,110
Graham T. Kirby,0.0,3.5,108,1,100,33,9,530,460,16,5290,378,9,1140,113,16.0,4300.0,0,0,13.0,4260.0,25.0,7980.0,8.0,2920.0,0,0,4.0,2940.0,0,0,0,0,1,110
Cezary Balicki,453.0,31.0,3266,79,13800,918,192,33290,12960,391,61430,11330,195,23430,3499,465.0,84200.0,8.0,2790.0,342.0,82340.0,731.0,248590.0,225.0,105290.0,2.0,960.0,43.0,33610.0,45.0,9100.0,0,0,6,1170
Adam Zmudzinski,411.0,31.0,2864,72,10540,763,141,24700,8437,282,46550,10044,182,26410,3088,420.0,77650.0,7.0,2700.0,304.0,72530.0,629.0,216010.0,200.0,96640.0,2.0,960.0,42.0,33050.0,35.0,8310.0,0,0,4,960
Jon Baldursson,50.0,5.0,1322,40,5940,333,63,15270,5262,153,24360,4487,112,22420,1434,230.0,45000.0,3.0,490.0,90.0,22070.0,330.0,104550.0,97.0,51230.0,0,0,39.0,36260.0,29.0,8310.0,0,0,3,770
Piotr Gawrys,2446.0,43.5,1704,28,2040,462,88,16650,6802,226,38230,6359,143,20400,1867,264.0,42100.0,12.0,3110.0,118.0,37910.0,393.0,131100.0,160.0,70430.0,3.0,1210.0,31.0,20010.0,34.0,9770.0,0,0,6,2740
Krzysztof Lasocki,9.0,7.0,685,19,2700,199,43,7770,2807,81,13470,2503,77,12100,778,98.0,17750.0,5.0,1130.0,48.0,15650.0,168.0,59530.0,67.0,37880.0,0,0,16.0,10320.0,19.0,4610.0,0,0,3,2400
Krzysztof Martens,765.0,23.5,1088,30,4570,268,62,11910,4121,115,25710,3365,65,9700,1177,160.0,24200.0,2.0,390.0,75.0,22200.0,266.0,96010.0,91.0,41780.0,1.0,500.0,23.0,11750.0,15.0,3370.0,0,0,1,90
Gudmundur Arnarson,7.0,5.0,450,14,1770,93,20,3700,1387,49,9480,1435,50,9110,462,62.0,10800.0,1.0,270.0,43.0,9020.0,113.0,39040.0,36.0,17300.0,1.0,400.0,12.0,9270.0,3.0,220.0,0,0,2,670
Fred Gitelman,276.0,13.5,3286,70,13400,839,160,32170,11329,319,59340,10734,236,32070,3401,468.0,74350.0,18.0,6520.0,279.0,68410.0,741.3333333333334,245336.66666666666,262.0,129030.0,2.0,2670.0,102.0,74840.0,48.333333333333336,12696.666666666668,0.3333333333333333,66.66666666666667,1,90
George Mittelman,97.0,5.0,293,7,520,79,11,1430,1044,33,7120,1188,26,3720,322,49.0,8150.0,2.0,240.0,24.0,5810.0,61.0,18520.0,28.0,16210.0,0,0,6.0,4270.0,6.0,900.0,0,0,0,0
Markland Molson,866.0,4.0,854,15,1040,218,41,7070,3338,90,11460,3145,77,14100,946,137.0,22050.0,0,0,65.0,12920.0,198.0,65410.0,72.0,33180.0,0,0,20.0,16610.0,16.0,3700.0,0,0,3,280
Eric Kokish,4.0,8.5,312,13,2540,75,14,2370,1028,21,5660,984,27,5310,332,55.0,8900.0,1.0,150.0,28.0,6960.0,69.0,22450.0,30.0,13600.0,0,0,8.0,4910.0,1.0,550.0,0,0,0,0
Frank (Nick) Nickell,2379.0,48.5,3551,76,11720,971,189,41450,12909,420,69230,12887,340,46790,3771,582.0,96200.0,5.0,2510.0,375.0,95160.0,756.0,269280.0,296.0,135600.0,2.0,1500.0,70.0,49660.0,49.0,13850.0,0,0,4,410
Bobby Richman,235.0,3.0,257,8,1120,71,11,2940,1108,35,6960,913,25,7520,287,43.0,5050.0,1.0,150.0,23.0,8690.0,72.0,27750.0,22.0,11040.0,1.0,750.0,5.0,3770.0,5.0,650.0,0,0,0,0
Rick Delogu,0.0,0.0,20,0,0,3,1,300,74,7,1090,66,0,0,20,4.0,500.0,0,0,1.0,150.0,3.0,1160.0,1.0,500.0,0,0,0,0,1.0,190.0,0,0,0,0
Paul Thurston,43.0,0.0,96,0,0,30,10,2220,388,11,850,429,7,340,110,17.0,2550.0,0,0,6.0,610.0,25.0,8980.0,8.0,5370.0,0,0,3.0,2720.0,1.0,190.0,0,0,0,0
Gabriel Chagas,456.0,42.5,2387,75,14630,572,101,17080,8391,271,41660,7457,144,19910,2498,380.0,55850.0,8.0,1810.0,183.0,43640.0,541.0,179470.0,179.0,80470.0,1.0,900.0,56.0,43650.0,25.0,6170.0,0,0,9,780
Marcelo Branco,250.0,36.5,1736,67,9610,451,78,18080,5852,178,31170,5354,96,16120,1792,290.0,39950.0,6.0,1400.0,132.0,31040.0,395.0,129680.0,126.0,58440.0,0,0,40.0,34060.0,18.0,4220.0,0,0,8,690
Michel Perron,22.0,23.0,1113,30,3820,297,60,9780,3781,102,14450,3733,95,15550,1193,190.0,34200.0,4.0,620.0,88.0,21770.0,237.0,77150.0,108.0,43980.0,1.0,1700.0,28.0,23680.0,16.0,7060.0,0,0,2,150
Paul Chemla,40.0,25.0,1742,49,7100,440,95,17240,6770,186,35030,5724,137,21100,1931,300.0,50800.0,4.0,620.0,133.0,30880.0,394.0,126150.0,166.0,63900.0,1.0,1700.0,47.0,37380.0,22.0,6590.0,0,0,3,240
Christiano Fonseca,0.0,10.0,10,1,730,3,1,30,0,0,0,0,0,0,20,2.0,150.0,0,0,0,0,4.0,1450.0,0,0,0,0,1.0,770.0,1.0,220.0,0,0,0,0
Jacek Romanski,217.0,6.5,812,19,5670,209,32,3980,3451,112,18110,3139,66,10090,904,141.0,19750.0,4.0,910.0,66.0,16090.0,189.0,69380.0,66.0,32680.0,0,0,10.0,8010.0,7.0,3240.0,0,0,2,170
Santanu Ghose,0.0,3.0,90,6,1580,22,5,2950,333,8,1370,262,5,360,93,15.0,1800.0,1.0,650.0,10.0,1820.0,19.0,5240.0,6.0,1580.0,0,0,1.0,450.0,0,0,0,0,0,0
Rajesh Dalal,40.0,3.0,139,9,890,39,7,700,580,19,3060,524,10,1190,152,15.0,2650.0,1.0,430.0,18.0,3860.0,40.0,15300.0,7.0,3840.0,0,0,1.0,650.0,2.0,690.0,0,0,0,0
Anil Padhye,168.0,1.5,20,1,30,3,1,30,22,1,30,21,1,530,20,2.0,150.0,0,0,0,0,5.0,1640.0,0,0,0,0,0,0,0,0,0,0,0,0
Norberto Bocchi,1075.0,44.0,6870,123,16950,1824,336,65110,24182,734,127180,23181,433,62490,7456,1125.0,182150.0,17.0,4690.0,604.0,157650.0,1551.0,535820.0,549.0,261040.0,10.0,6130.0,154.0,85230.0,91.0,15470.0,0,0,17,1730
Herv  Mouiel,2044.0,21.0,1349,33,3900,335,61,10620,6052,205,37590,4625,105,15080,1430,205.0,34600.0,5.0,1410.0,127.0,30230.0,328.0,119840.0,112.0,55770.0,1.0,280.0,30.0,25840.0,25.0,4890.0,0,0,6,600
Massimo Lanzarotti,401.0,9.5,1716,58,9620,435,68,12720,5849,182,38510,5089,96,14300,1798,230.0,34200.0,3.0,560.0,158.0,43700.0,365.0,114740.0,122.0,54180.0,0,0,39.0,17570.0,30.0,4970.0,0,0,7,2230
Franck Multon,1851.0,41.5,1885,55,8660,479,89,13150,6736,198,37230,6289,151,19920,2041,276.0,41700.0,14.0,2750.0,156.0,39800.0,420.0,142680.0,178.0,87820.0,3.0,3200.0,60.0,45520.0,27.0,4080.0,0,0,7,690
Rod Dravitski,0.0,0.0,29,3,600,9,2,1130,53,1,30,74,2,1050,29,6.0,950.0,0,0,3.0,1950.0,4.0,1270.0,2.0,670.0,0,0,1.0,230.0,0,0,0,0,0,0
Ulla Koch,0.0,0.0,438,12,1800,110,23,4370,1425,43,6660,1629,38,4430,443,69.0,12750.0,2.0,180.0,45.0,14780.0,96.0,28640.0,30.0,18920.0,0,0,8.0,4910.0,4.0,760.0,0,0,2,730
Alfredo Versace,1842.0,53.5,8192,203,29670,2127,396,67660,28476,846,144890,27175,593,74970,8698,1211.0,192650.0,23.0,4850.0,703.0,171340.0,1821.5,627410.0,690.5,331805.0,11.0,6800.0,163.5,118335.0,109.0,22550.0,0.5,150.0,12,1490
Geir Helgemo,2890.0,56.0,4543,125,21150,1139,190,38630,14924,408,64210,13880,305,43590,4795,661.0,106350.0,17.0,3970.0,327.0,83520.0,1015.5,338035.0,377.0,177120.0,8.5,6585.0,103.0,74610.0,86.0,24820.0,0,0,5,550
Terje Aa,1594.0,21.5,1304,31,4710,316,82,18180,4796,147,23810,4113,95,18990,1361,184.0,31400.0,5.0,1400.0,109.0,31410.0,284.0,86290.0,121.0,49230.0,1.0,1800.0,32.0,22840.0,27.0,5840.0,0,0,0,0
Glenn Groetheim,233.0,17.5,718,27,5470,191,55,14100,2950,117,21460,2186,61,8640,755,107.0,21350.0,1.0,730.0,50.0,17320.0,163.0,56470.0,66.0,29310.0,0,0,22.0,14950.0,15.0,3910.0,0,0,0,0
Marek Szymanowski,103.0,9.0,468,28,4370,119,24,5540,1459,49,9380,1304,27,5870,500,74.0,10950.0,0,0,36.0,9240.0,103.0,35010.0,36.0,17530.0,1.0,500.0,8.0,4000.0,8.0,3720.0,0,0,0,0
Khokan Bagchi,0.0,0.5,40,1,30,12,3,950,111,3,1240,92,3,710,40,3.0,300.0,0,0,3.0,790.0,9.0,3010.0,1.0,900.0,0,0,1.0,700.0,0,0,0,0,0,0
Seamus Browne,10.0,0.5,40,3,810,9,1,450,81,2,200,93,1,30,40,3.0,300.0,0,0,3.0,790.0,9.0,3010.0,1.0,900.0,0,0,1.0,700.0,0,0,0,0,0,0
Tor Helness,1858.0,56.5,820,18,2300,197,38,5750,3176,103,12890,2580,57,9860,854,105.0,15450.0,3.0,570.0,64.0,17010.0,198.0,56890.0,59.0,27010.0,0,0,19.0,12420.0,11.0,3780.0,0,0,0,0
Erik Saelensminde,283.0,14.5,995,31,4090,262,33,6360,3558,114,24920,3307,79,11020,1076,158.0,23100.0,3.0,1250.0,91.0,23920.0,230.0,79550.0,85.0,39820.0,2.0,1950.0,19.0,6660.0,13.0,4380.0,0,0,1,120
Kyle Larsen,723.0,11.5,51,2,230,11,1,720,97,2,310,150,4,1860,52,10.0,1750.0,0,0,5.0,1670.0,10.0,2910.0,4.0,1380.0,1.0,1600.0,1.0,380.0,1.0,390.0,0,0,0,0
Boye Brogeland,1858.0,23.5,426,11,540,99,21,2710,1833,47,6240,1381,40,4180,442,69.0,11200.0,0,0,30.0,8190.0,106.0,34160.0,26.0,11120.0,0,0,3.0,3210.0,7.0,720.0,0,0,0,0
Rose Meltzer,117.0,12.5,761,23,1940,207,46,6820,3020,129,19300,2689,107,17940,801,137.0,21900.0,0,0,87.0,24990.0,162.0,56500.0,60.0,29980.0,1.0,1600.0,14.0,11060.0,12.0,2710.0,0,0,0,0
Slawomir Zawislak,54.0,1.0,361,9,1110,85,16,2170,1124,42,6070,1302,30,3980,378,55.0,9450.0,1.0,500.0,28.0,6660.0,81.0,26280.0,36.0,16780.0,0,0,10.0,2860.0,6.0,740.0,0,0,0,0
Marcin Krupowicz,168.0,1.0,58,2,1640,14,2,790,179,5,1000,234,2,60,61,10.0,1050.0,1.0,500.0,3.0,1040.0,12.0,4800.0,2.0,500.0,0,0,0,0,2.0,120.0,0,0,1,110
Magnus Lindkvist,88.0,16.5,953,28,2880,258,58,11340,3800,114,23190,3114,85,15650,1066,148.0,24800.0,4.0,1060.0,75.0,20710.0,223.0,75540.0,79.0,37630.0,1.0,500.0,23.0,16260.0,21.0,4170.0,0,0,0,0
Peter Fredin,448.0,14.5,2776,74,10960,683,139,26690,10527,361,52020,8956,190,33550,2938,415.0,69200.0,12.0,2780.0,227.0,56110.0,621.0,215930.0,213.5,101475.0,8.0,8200.0,63.5,40395.0,43.0,6560.0,0,0,4,430
Ashraf Sadek,6.0,2.0,876,18,3190,244,51,10940,3189,99,13830,3125,84,15000,913,140.0,22600.0,3.0,470.0,86.0,23550.0,199.0,67270.0,76.0,37180.0,0,0,15.0,11550.0,6.0,1670.0,0,0,1,110
Suzanna Naguib,0.0,0.0,25,0,0,5,0,0,85,2,60,102,2,300,27,5.0,850.0,0,0,1.0,330.0,4.0,1650.0,6.0,3610.0,0,0,0,0,0,0,0,0,0,0
Stephane Tardy,0.0,0.0,15,0,0,2,0,0,33,1,140,43,0,0,15,1.0,300.0,0,0,2.0,250.0,2.0,300.0,3.0,1350.0,0,0,0,0,0,0,0,0,0,0
Abdul Rehman Allana,21.0,1.5,78,1,30,23,4,1500,164,2,550,307,5,260,84,14.0,2550.0,0,0,5.0,810.0,22.0,6880.0,5.0,2610.0,0,0,2.0,1230.0,0,0,0,0,0,0
M. S. Wu,0.0,0.0,242,4,330,62,20,5090,918,24,3350,901,24,3140,259,35.0,5950.0,1.0,200.0,21.0,4940.0,59.0,19950.0,16.0,7270.0,0,0,7.0,6950.0,3.0,280.0,0,0,3,270
Shao-Ting YEN,0.0,0.0,54,0,0,14,2,530,201,6,3060,151,5,840,55,5.0,550.0,0,0,2.0,220.0,10.0,4400.0,8.0,3630.0,0,0,1.0,1420.0,2.0,90.0,0,0,1,70
Tarek Mohamed Sadek,372.0,5.5,117,5,470,27,7,1590,449,10,1320,358,17,5410,121,12.0,1750.0,1.0,220.0,12.0,4270.0,27.0,7240.0,10.0,3750.0,0,0,2.0,1130.0,0,0,0,0,0,0
Waleed El Ahmady,397.0,5.5,611,13,1830,156,30,6290,2018,58,12700,2071,31,3590,632,85.0,14700.0,4.0,740.0,66.0,18560.0,135.0,41770.0,53.0,22920.0,0,0,8.0,5870.0,2.0,730.0,0,0,0,0
Steve Landen,195.0,2.75,461,7,540,122,19,6590,1721,66,13860,1618,29,5060,484,74.0,12800.0,2.0,700.0,39.0,9120.0,101.0,30410.0,32.0,20620.0,0,0,9.0,4390.0,9.0,2130.0,0,0,0,0
Bartosz Chmurski,933.0,5.0,467,9,1560,123,28,5820,1591,42,8180,1769,47,8790,513,76.0,15800.0,2.0,340.0,32.0,9480.0,104.0,34710.0,41.0,17210.0,0,0,5.0,5950.0,3.0,990.0,0,0,0,0
Jerry Stamatov,1005.0,4.0,363,10,1010,104,15,5310,1435,38,5810,1337,37,5270,417,56.0,9050.0,3.0,600.0,29.0,8660.0,91.0,29520.0,38.0,20680.0,0,0,5.0,5110.0,7.0,1080.0,0,0,0,0
Rossen Gunev,281.0,1.0,750,14,650,193,37,6580,3348,99,19870,2644,54,9010,843,108.0,15950.0,2.0,320.0,59.0,15870.0,183.0,56620.0,71.0,38060.0,0,0,18.0,12760.0,10.0,2260.0,0,0,2,180
Ivan Nanev,404.0,3.5,889,21,2730,228,45,9680,3253,100,12330,3095,76,10760,965,130.0,20150.0,2.0,320.0,81.0,22490.0,220.0,77450.0,77.0,34350.0,0,0,18.0,10970.0,11.0,1960.0,0,0,2,180
Vladimir Mihov,468.0,5.5,882,27,4430,230,44,11180,3030,84,18900,3129,102,14510,949,129.0,25100.0,2.0,420.0,96.0,24610.0,197.0,72790.0,67.0,32100.0,0,0,27.0,14010.0,10.0,2600.0,0,0,0,0
Vincent Demuy,965.0,7.5,497,15,1230,138,29,4300,1686,57,8550,1552,39,7660,535,77.0,13100.0,2.0,440.0,39.0,10580.0,117.0,41960.0,45.0,22590.0,0,0,7.0,5350.0,9.0,2220.0,0,0,2,160
Alcio Maia,5.0,0.5,46,1,60,14,1,50,226,9,1490,159,7,2410,50,9.0,1700.0,0,0,5.0,1110.0,13.0,3770.0,2.0,570.0,0,0,2.0,1580.0,0,0,0,0,0,0
Linda Campos,0.0,0.0,956,44,6020,257,58,12670,3377,97,19590,2675,81,14800,1053,138.0,18750.0,4.0,870.0,91.0,23870.0,227.0,81930.0,76.0,34720.0,1.0,480.0,25.0,15770.0,19.0,6810.0,0,0,2,190
Sergio Aranha,0.0,0.0,28,1,950,3,2,60,92,3,700,73,4,860,29,5.0,350.0,0,0,2.0,210.0,7.0,2650.0,3.0,1850.0,0,0,1.0,680.0,2.0,530.0,0,0,0,0
Kamel Fergani,485.0,2.0,75,4,1060,26,4,930,227,9,1410,325,5,780,80,13.0,2850.0,0,0,8.0,1280.0,15.0,4370.0,7.0,4080.0,0,0,1.0,1020.0,0,0,0,0,0,0
Roumen Trendafilov,120.0,3.5,373,13,1570,97,18,5090,1449,38,4490,1363,27,5990,395,47.0,6900.0,3.0,550.0,33.0,7040.0,89.0,31670.0,21.0,8990.0,0,0,11.0,5140.0,4.0,630.0,0,0,0,0
Kalin Karaivanov,459.0,3.5,649,25,2630,171,28,4030,2571,77,14500,2461,59,9070,705,98.0,16250.0,5.0,880.0,51.0,11530.0,152.0,58930.0,47.0,24190.0,0,0,14.0,6830.0,10.0,1980.0,0,0,0,0
Jurek Czyzowicz,15.0,0.0,85,0,0,22,4,1600,334,5,150,366,6,850,95,9.0,1250.0,1.0,170.0,12.0,2290.0,21.0,9660.0,6.0,1860.0,0,0,1.0,860.0,0,0,0,0,0,0
Winda Tobing Sumenge,0.0,0.0,307,0,0,97,14,1920,965,27,3310,1437,34,3390,340,44.0,8000.0,1.0,200.0,43.0,11720.0,62.0,23800.0,25.0,14020.0,0,0,7.0,5950.0,4.0,380.0,0,0,0,0
Hennie Fick,160.0,0.0,71,2,60,16,5,1810,243,8,1050,185,8,310,75,5.0,1400.0,0,0,5.0,640.0,20.0,6630.0,7.0,3970.0,0,0,1.0,-1250.0,0,0,0,0,1,90
